station_code,time,temperature,humidity,precipitation,visibility_m,wind_speed_kmh,weather_code,is_fog
NDLS,2023-11-23T08:00,15.0,83,0.0,,3.7,0,False
NDLS,2023-11-23T09:00,18.6,69,0.0,,1.1,0,False
NDLS,2023-11-23T10:00,21.3,58,0.0,,1.6,0,False
NDLS,2023-11-23T11:00,23.0,50,0.0,,3.7,0,False
NDLS,2023-11-23T12:00,24.0,46,0.0,,2.5,0,False
NDLS,2023-11-23T13:00,24.5,44,0.0,,1.6,0,False
NDLS,2023-11-23T14:00,24.8,43,0.0,,0.7,0,False
NDLS,2023-11-23T15:00,24.6,43,0.0,,0.0,0,False
NDLS,2023-11-23T16:00,23.9,45,0.0,,1.1,0,False
NDLS,2023-11-23T17:00,22.7,50,0.0,,3.4,0,False
NDLS,2023-11-23T18:00,19.1,68,0.0,,7.7,0,False
NDLS,2023-11-23T19:00,19.5,65,0.0,,6.3,0,False
NDLS,2023-11-23T20:00,17.8,71,0.0,,7.9,0,False
NDLS,2023-11-23T21:00,17.2,71,0.0,,8.4,0,False
NDLS,2023-11-23T22:00,15.5,78,0.0,,9.0,0,False
NDLS,2023-11-23T23:00,15.4,77,0.0,,8.0,0,False
NDLS,2023-11-24T00:00,14.8,80,0.0,,9.8,0,False
NDLS,2023-11-24T01:00,14.2,84,0.0,,10.0,0,False
NDLS,2023-11-24T02:00,13.4,87,0.0,,8.9,0,False
NDLS,2023-11-24T03:00,13.4,87,0.0,,7.4,0,False
NDLS,2023-11-24T04:00,15.1,78,0.0,,5.6,0,False
NDLS,2023-11-24T05:00,15.6,76,0.0,,4.9,0,False
NDLS,2023-11-24T06:00,15.2,77,0.0,,3.4,0,False
NDLS,2023-11-24T07:00,14.9,78,0.0,,2.5,0,False
NDLS,2023-11-24T08:00,16.3,75,0.0,,1.6,0,False
NDLS,2023-11-24T09:00,19.7,64,0.0,,0.5,0,False
NDLS,2023-11-24T10:00,22.3,55,0.0,,0.0,0,False
NDLS,2023-11-24T11:00,23.8,49,0.0,,1.3,0,False
NDLS,2023-11-24T12:00,24.6,46,0.0,,4.5,0,False
NDLS,2023-11-24T13:00,25.1,45,0.0,,6.8,1,False
NDLS,2023-11-24T14:00,25.1,44,0.0,,7.9,0,False
NDLS,2023-11-24T15:00,24.8,44,0.0,,7.4,0,False
NDLS,2023-11-24T16:00,23.5,53,0.0,,4.2,0,False
NDLS,2023-11-24T17:00,20.0,66,0.0,,7.4,0,False
NDLS,2023-11-24T18:00,20.0,67,0.0,,6.6,3,False
NDLS,2023-11-24T19:00,18.3,75,0.0,,7.4,2,False
NDLS,2023-11-24T20:00,17.0,82,0.0,,7.9,0,False
NDLS,2023-11-24T21:00,16.5,82,0.0,,8.4,0,False
NDLS,2023-11-24T22:00,15.9,81,0.0,,8.7,0,False
NDLS,2023-11-24T23:00,15.0,83,0.0,,9.7,1,False
NDLS,2023-11-25T00:00,14.0,86,0.0,,10.0,0,False
NDLS,2023-11-25T01:00,13.5,86,0.0,,9.7,2,False
NDLS,2023-11-25T02:00,13.4,87,0.0,,7.3,0,False
NDLS,2023-11-25T03:00,13.3,89,0.0,,6.9,0,False
NDLS,2023-11-25T04:00,12.9,91,0.0,,6.5,0,False
NDLS,2023-11-25T05:00,12.6,92,0.0,,6.5,0,False
NDLS,2023-11-25T06:00,12.4,94,0.0,,5.9,1,False
NDLS,2023-11-25T07:00,12.6,94,0.0,,5.8,0,False
NDLS,2023-11-25T08:00,15.2,83,0.0,,6.8,0,False
NDLS,2023-11-25T09:00,18.5,71,0.0,,5.8,0,False
NDLS,2023-11-25T10:00,21.5,60,0.0,,5.9,0,False
NDLS,2023-11-25T11:00,23.5,51,0.0,,6.4,3,False
NDLS,2023-11-25T12:00,24.7,44,0.0,,7.0,0,False
NDLS,2023-11-25T13:00,25.2,41,0.0,,6.7,0,False
NDLS,2023-11-25T14:00,25.3,40,0.0,,6.9,3,False
NDLS,2023-11-25T15:00,24.9,40,0.0,,6.6,2,False
NDLS,2023-11-25T16:00,23.4,52,0.0,,3.8,1,False
NDLS,2023-11-25T17:00,20.6,58,0.0,,6.6,1,False
NDLS,2023-11-25T18:00,21.2,59,0.0,,4.8,3,False
NDLS,2023-11-25T19:00,20.4,62,0.0,,4.0,3,False
NDLS,2023-11-25T20:00,20.5,60,0.0,,3.6,3,False
NDLS,2023-11-25T21:00,19.9,62,0.0,,1.3,3,False
NDLS,2023-11-25T22:00,19.4,64,0.0,,3.8,2,False
NDLS,2023-11-25T23:00,16.3,77,0.0,,6.4,3,False
NDLS,2023-11-26T00:00,15.4,82,0.0,,7.6,3,False
NDLS,2023-11-26T01:00,16.0,80,0.0,,6.4,3,False
NDLS,2023-11-26T02:00,16.3,78,0.0,,6.4,3,False
NDLS,2023-11-26T03:00,15.2,84,0.0,,7.1,3,False
NDLS,2023-11-26T04:00,14.3,90,0.0,,8.1,3,False
NDLS,2023-11-26T05:00,14.2,90,0.0,,7.4,3,False
NDLS,2023-11-26T06:00,14.3,89,0.0,,6.5,3,False
NDLS,2023-11-26T07:00,14.9,85,0.0,,7.4,3,False
NDLS,2023-11-26T08:00,17.3,74,0.0,,9.6,3,False
NDLS,2023-11-26T09:00,20.1,65,0.0,,8.3,3,False
NDLS,2023-11-26T10:00,22.2,58,0.0,,8.7,3,False
NDLS,2023-11-26T11:00,23.8,50,0.0,,8.4,3,False
NDLS,2023-11-26T12:00,24.8,45,0.0,,7.5,3,False
NDLS,2023-11-26T13:00,25.2,41,0.0,,7.1,3,False
NDLS,2023-11-26T14:00,25.5,40,0.0,,8.6,3,False
NDLS,2023-11-26T15:00,25.1,41,0.0,,11.2,3,False
NDLS,2023-11-26T16:00,23.8,47,0.0,,7.8,3,False
NDLS,2023-11-26T17:00,21.2,57,0.0,,7.0,3,False
NDLS,2023-11-26T18:00,20.3,66,0.0,,7.4,3,False
NDLS,2023-11-26T19:00,19.2,72,0.0,,7.4,3,False
NDLS,2023-11-26T20:00,18.7,73,0.0,,7.9,3,False
NDLS,2023-11-26T21:00,18.4,73,0.0,,8.3,3,False
NDLS,2023-11-26T22:00,18.1,74,0.0,,7.8,3,False
NDLS,2023-11-26T23:00,17.3,77,0.0,,6.2,3,False
NDLS,2023-11-27T00:00,17.1,77,0.0,,7.0,3,False
NDLS,2023-11-27T01:00,16.3,81,0.0,,5.7,3,False
NDLS,2023-11-27T02:00,16.2,82,0.0,,5.8,3,False
NDLS,2023-11-27T03:00,16.1,82,0.0,,5.7,3,False
NDLS,2023-11-27T04:00,15.9,85,0.0,,5.8,3,False
NDLS,2023-11-27T05:00,17.0,79,0.0,,4.4,3,False
NDLS,2023-11-27T06:00,16.5,83,0.0,,6.6,3,False
NDLS,2023-11-27T07:00,16.7,83,0.0,,7.7,3,False
NDLS,2023-11-27T08:00,17.7,79,0.0,,10.0,3,False
NDLS,2023-11-27T09:00,18.8,76,0.0,,7.9,3,False
NDLS,2023-11-27T10:00,19.7,72,0.0,,8.7,3,False
NDLS,2023-11-27T11:00,20.0,73,0.9,,8.3,53,False
NDLS,2023-11-27T12:00,22.4,64,0.0,,9.8,3,False
NDLS,2023-11-27T13:00,23.9,47,0.0,,18.0,1,False
NDLS,2023-11-27T14:00,24.0,43,0.0,,23.2,3,False
NDLS,2023-11-27T15:00,23.4,46,0.0,,22.3,3,False
NDLS,2023-11-27T16:00,22.0,54,0.4,,15.8,51,False
NDLS,2023-11-27T17:00,19.4,70,0.7,,7.9,53,False
NDLS,2023-11-27T18:00,18.1,82,0.2,,16.6,51,False
NDLS,2023-11-27T19:00,17.4,90,0.3,,5.2,51,False
NDLS,2023-11-27T20:00,17.1,92,0.0,,6.1,3,False
NDLS,2023-11-27T21:00,16.7,90,0.1,,15.8,51,False
NDLS,2023-11-27T22:00,17.0,86,0.1,,16.6,51,False
NDLS,2023-11-27T23:00,15.7,93,1.3,,7.4,61,False
NDLS,2023-11-28T00:00,15.8,93,0.1,,5.7,51,False
NDLS,2023-11-28T01:00,15.8,93,0.0,,7.1,1,False
NDLS,2023-11-28T02:00,15.4,95,0.2,,5.5,51,False
NDLS,2023-11-28T03:00,15.1,96,0.0,,5.3,2,False
NDLS,2023-11-28T04:00,15.1,96,0.0,,4.9,3,False
NDLS,2023-11-28T05:00,15.9,95,0.1,,5.2,51,False
NDLS,2023-11-28T06:00,15.6,94,0.0,,4.6,1,False
NDLS,2023-11-28T07:00,15.3,97,0.0,,2.9,1,False
NDLS,2023-11-28T08:00,17.1,88,0.0,,4.2,1,False
NDLS,2023-11-28T09:00,18.6,80,0.0,,6.4,1,False
NDLS,2023-11-28T10:00,20.2,67,0.0,,10.2,3,False
NDLS,2023-11-28T11:00,19.6,72,0.4,,8.0,51,False
NDLS,2023-11-28T12:00,18.4,86,1.8,,6.2,61,False
NDLS,2023-11-28T13:00,18.8,83,0.6,,3.4,53,False
NDLS,2023-11-28T14:00,19.7,78,0.0,,5.4,1,False
NDLS,2023-11-28T15:00,20.6,72,0.0,,4.4,0,False
NDLS,2023-11-28T16:00,20.2,74,0.0,,5.4,1,False
NDLS,2023-11-28T17:00,17.9,88,0.0,,6.0,1,False
NDLS,2023-11-28T18:00,18.1,90,0.0,,6.5,1,False
NDLS,2023-11-28T19:00,17.8,92,0.0,,5.5,1,False
NDLS,2023-11-28T20:00,17.7,94,0.0,,7.1,1,False
NDLS,2023-11-28T21:00,17.2,96,0.0,,8.1,0,False
NDLS,2023-11-28T22:00,16.7,96,0.0,,7.0,0,False
NDLS,2023-11-28T23:00,15.9,97,0.0,,5.7,0,False
NDLS,2023-11-29T00:00,15.2,98,0.0,,7.2,0,False
NDLS,2023-11-29T01:00,14.7,98,0.0,,7.3,0,False
NDLS,2023-11-29T02:00,14.3,98,0.0,,7.4,0,False
NDLS,2023-11-29T03:00,13.9,98,0.0,,8.7,0,False
NDLS,2023-11-29T04:00,13.7,98,0.0,,7.7,0,False
NDLS,2023-11-29T05:00,13.4,98,0.0,,8.4,0,False
NDLS,2023-11-29T06:00,13.9,97,0.0,,8.2,0,False
NDLS,2023-11-29T07:00,14.1,98,0.0,,6.9,0,False
NDLS,2023-11-29T08:00,16.5,90,0.0,,6.6,0,False
NDLS,2023-11-29T09:00,19.0,80,0.0,,5.4,0,False
NDLS,2023-11-29T10:00,21.6,68,0.0,,6.2,0,False
NDLS,2023-11-29T11:00,23.3,58,0.0,,7.4,0,False
NDLS,2023-11-29T12:00,24.2,53,0.0,,7.9,1,False
NDLS,2023-11-29T13:00,24.4,52,0.0,,8.7,1,False
NDLS,2023-11-29T14:00,24.3,52,0.0,,7.9,0,False
NDLS,2023-11-29T15:00,24.1,52,0.0,,6.4,0,False
NDLS,2023-11-29T16:00,23.3,57,0.0,,3.5,1,False
NDLS,2023-11-29T17:00,22.4,58,0.0,,4.9,0,False
NDLS,2023-11-29T18:00,19.0,82,0.1,,5.5,51,False
NDLS,2023-11-29T19:00,18.1,87,0.3,,4.2,51,False
NDLS,2023-11-29T20:00,17.7,88,0.0,,2.5,1,False
NDLS,2023-11-29T21:00,18.3,84,0.0,,0.8,1,False
NDLS,2023-11-29T22:00,18.3,83,0.0,,3.6,1,False
NDLS,2023-11-29T23:00,16.1,91,0.0,,8.1,1,False
NDLS,2023-11-30T00:00,17.7,84,0.0,,3.3,0,False
NDLS,2023-11-30T01:00,17.5,85,0.0,,3.6,0,False
NDLS,2023-11-30T02:00,16.4,90,0.0,,5.4,0,False
NDLS,2023-11-30T03:00,15.0,94,0.0,,7.2,0,False
NDLS,2023-11-30T04:00,14.2,96,0.0,,8.0,0,False
NDLS,2023-11-30T05:00,14.1,96,0.0,,6.5,0,False
NDLS,2023-11-30T06:00,15.9,94,0.0,,1.8,2,False
NDLS,2023-11-30T07:00,15.6,90,0.1,,7.6,51,False
NDLS,2023-11-30T08:00,17.0,89,0.0,,8.7,1,False
NDLS,2023-11-30T09:00,18.2,84,0.1,,13.3,51,False
NDLS,2023-11-30T10:00,19.2,74,0.1,,8.6,51,False
NDLS,2023-11-30T11:00,20.9,69,0.0,,9.4,1,False
NDLS,2023-11-30T12:00,21.3,68,0.6,,9.7,53,False
NDLS,2023-11-30T13:00,21.7,66,0.0,,10.4,2,False
NDLS,2023-11-30T14:00,21.6,66,0.0,,11.0,1,False
NDLS,2023-11-30T15:00,21.4,66,0.0,,11.5,0,False
NDLS,2023-11-30T16:00,20.9,68,0.0,,10.8,0,False
NDLS,2023-11-30T17:00,19.2,77,0.0,,8.7,1,False
NDLS,2023-11-30T18:00,18.6,84,0.1,,7.3,51,False
NDLS,2023-11-30T19:00,17.5,91,0.0,,4.8,1,False
NDLS,2023-11-30T20:00,16.4,95,0.0,,6.1,1,False
NDLS,2023-11-30T21:00,16.3,95,0.0,,5.5,0,False
NDLS,2023-11-30T22:00,15.9,95,0.0,,6.3,1,False
NDLS,2023-11-30T23:00,15.0,97,0.0,,7.5,1,False
NDLS,2023-12-01T00:00,14.9,97,0.0,,6.1,2,False
NDLS,2023-12-01T01:00,14.8,97,0.0,,5.3,2,False
NDLS,2023-12-01T02:00,14.4,97,0.0,,6.1,3,False
NDLS,2023-12-01T03:00,14.5,97,0.0,,5.8,3,False
NDLS,2023-12-01T04:00,14.0,97,0.0,,6.3,3,False
NDLS,2023-12-01T05:00,13.8,97,0.0,,7.1,3,False
NDLS,2023-12-01T06:00,15.8,96,0.0,,5.4,3,False
NDLS,2023-12-01T07:00,15.9,94,0.0,,3.4,1,False
NDLS,2023-12-01T08:00,17.3,89,0.0,,6.0,2,False
NDLS,2023-12-01T09:00,18.7,82,0.0,,2.4,1,False
NDLS,2023-12-01T10:00,20.6,74,0.0,,6.4,1,False
NDLS,2023-12-01T11:00,22.2,68,0.0,,6.8,0,False
NDLS,2023-12-01T12:00,23.3,63,0.0,,7.2,0,False
NDLS,2023-12-01T13:00,24.0,58,0.0,,7.7,0,False
NDLS,2023-12-01T14:00,24.2,55,0.0,,7.3,1,False
NDLS,2023-12-01T15:00,23.9,54,0.0,,7.2,1,False
NDLS,2023-12-01T16:00,23.1,58,0.0,,5.8,0,False
NDLS,2023-12-01T17:00,20.2,71,0.0,,8.0,0,False
NDLS,2023-12-01T18:00,19.3,82,0.1,,7.1,51,False
NDLS,2023-12-01T19:00,18.8,82,0.0,,6.7,0,False
NDLS,2023-12-01T20:00,18.1,85,0.0,,5.9,0,False
NDLS,2023-12-01T21:00,17.7,86,0.0,,7.4,0,False
NDLS,2023-12-01T22:00,16.9,88,0.0,,7.0,0,False
NDLS,2023-12-01T23:00,16.2,90,0.0,,6.7,0,False
NDLS,2023-12-02T00:00,15.6,92,0.0,,6.3,0,False
NDLS,2023-12-02T01:00,14.8,94,0.0,,7.4,0,False
NDLS,2023-12-02T02:00,14.3,95,0.0,,8.2,0,False
NDLS,2023-12-02T03:00,13.9,96,0.0,,8.4,0,False
NDLS,2023-12-02T04:00,13.6,96,0.0,,8.7,0,False
NDLS,2023-12-02T05:00,13.2,96,0.0,,8.5,0,False
NDLS,2023-12-02T06:00,14.2,97,0.0,,5.4,0,False
NDLS,2023-12-02T07:00,14.6,97,0.0,,5.1,0,False
NDLS,2023-12-02T08:00,16.4,91,0.0,,6.4,0,False
NDLS,2023-12-02T09:00,18.9,81,0.0,,5.2,0,False
NDLS,2023-12-02T10:00,21.4,70,0.0,,6.8,0,False
NDLS,2023-12-02T11:00,23.0,61,0.0,,7.8,0,False
NDLS,2023-12-02T12:00,23.8,55,0.0,,6.9,0,False
NDLS,2023-12-02T13:00,24.2,51,0.0,,6.1,0,False
NDLS,2023-12-02T14:00,24.2,50,0.0,,6.1,0,False
NDLS,2023-12-02T15:00,24.0,50,0.0,,6.8,0,False
NDLS,2023-12-02T16:00,23.0,56,0.0,,4.7,0,False
NDLS,2023-12-02T17:00,20.0,68,0.0,,8.0,0,False
NDLS,2023-12-02T18:00,19.0,74,0.0,,8.1,0,False
NDLS,2023-12-02T19:00,18.1,78,0.0,,7.8,0,False
NDLS,2023-12-02T20:00,16.9,83,0.0,,8.6,0,False
NDLS,2023-12-02T21:00,16.2,85,0.0,,7.6,0,False
NDLS,2023-12-02T22:00,15.4,88,0.0,,7.4,0,False
NDLS,2023-12-02T23:00,14.8,89,0.0,,7.4,0,False
NDLS,2023-12-03T00:00,14.0,91,0.0,,8.8,0,False
NDLS,2023-12-03T01:00,13.4,92,0.0,,10.2,0,False
NDLS,2023-12-03T02:00,13.1,92,0.0,,9.5,0,False
NDLS,2023-12-03T03:00,12.5,93,0.0,,10.4,0,False
NDLS,2023-12-03T04:00,12.2,94,0.0,,10.1,0,False
NDLS,2023-12-03T05:00,12.5,93,0.0,,8.4,0,False
NDLS,2023-12-03T06:00,13.1,95,0.0,,7.2,0,False
NDLS,2023-12-03T07:00,12.8,97,0.0,,6.5,0,False
NDLS,2023-12-03T08:00,15.5,89,0.0,,7.0,0,False
NDLS,2023-12-03T09:00,18.3,79,0.0,,4.2,0,False
NDLS,2023-12-03T10:00,20.9,68,0.0,,5.9,0,False
NDLS,2023-12-03T11:00,22.6,58,0.0,,7.6,0,False
NDLS,2023-12-03T12:00,23.8,49,0.0,,7.2,0,False
NDLS,2023-12-03T13:00,24.4,45,0.0,,6.8,0,False
NDLS,2023-12-03T14:00,24.5,42,0.0,,6.9,0,False
NDLS,2023-12-03T15:00,24.2,43,0.0,,7.6,0,False
NDLS,2023-12-03T16:00,22.9,52,0.0,,4.7,0,False
NDLS,2023-12-03T17:00,19.9,63,0.0,,7.6,1,False
NDLS,2023-12-03T18:00,20.2,68,0.0,,5.5,3,False
NDLS,2023-12-03T19:00,20.5,63,0.1,,2.9,51,False
NDLS,2023-12-03T20:00,19.0,72,0.0,,3.0,2,False
NDLS,2023-12-03T21:00,18.1,80,0.0,,5.7,3,False
NDLS,2023-12-03T22:00,17.7,84,0.0,,5.4,3,False
NDLS,2023-12-03T23:00,17.1,85,0.0,,4.7,2,False
NDLS,2023-12-04T00:00,16.6,85,0.0,,6.7,2,False
NDLS,2023-12-04T01:00,15.9,85,0.0,,7.3,2,False
NDLS,2023-12-04T02:00,15.5,84,0.0,,6.5,0,False
NDLS,2023-12-04T03:00,14.4,88,0.0,,7.9,0,False
NDLS,2023-12-04T04:00,13.7,89,0.0,,8.7,0,False
NDLS,2023-12-04T05:00,14.2,85,0.0,,7.3,0,False
NDLS,2023-12-04T06:00,14.7,94,0.0,,3.9,0,False
NDLS,2023-12-04T07:00,14.8,94,0.0,,6.3,0,False
NDLS,2023-12-04T08:00,16.4,87,0.0,,8.7,1,False
NDLS,2023-12-04T09:00,18.2,75,0.0,,7.4,1,False
NDLS,2023-12-04T10:00,19.8,65,0.0,,7.0,1,False
NDLS,2023-12-04T11:00,21.4,53,0.0,,11.3,1,False
NDLS,2023-12-04T12:00,22.3,47,0.0,,10.9,1,False
NDLS,2023-12-04T13:00,22.8,46,0.0,,10.2,1,False
NDLS,2023-12-04T14:00,22.9,45,0.0,,9.7,1,False
NDLS,2023-12-04T15:00,22.6,46,0.0,,10.0,1,False
NDLS,2023-12-04T16:00,21.8,50,0.0,,7.4,1,False
NDLS,2023-12-04T17:00,19.5,59,0.0,,8.7,1,False
NDLS,2023-12-04T18:00,19.4,64,0.0,,4.6,0,False
NDLS,2023-12-04T19:00,20.0,58,0.0,,6.1,0,False
NDLS,2023-12-04T20:00,16.6,74,0.0,,8.1,0,False
NDLS,2023-12-04T21:00,15.0,86,0.0,,8.9,0,False
NDLS,2023-12-04T22:00,14.3,90,0.0,,7.4,0,False
NDLS,2023-12-04T23:00,13.7,91,0.0,,7.7,0,False
NDLS,2023-12-05T00:00,13.0,92,0.0,,9.3,0,False
NDLS,2023-12-05T01:00,12.8,90,0.0,,9.7,0,False
NDLS,2023-12-05T02:00,12.5,90,0.0,,9.5,0,False
NDLS,2023-12-05T03:00,12.3,91,0.0,,8.2,0,False
NDLS,2023-12-05T04:00,11.5,92,0.0,,9.9,0,False
NDLS,2023-12-05T05:00,11.9,90,0.0,,7.2,0,False
NDLS,2023-12-05T06:00,11.9,95,0.0,,7.1,0,False
NDLS,2023-12-05T07:00,12.7,93,0.0,,5.9,0,False
NDLS,2023-12-05T08:00,14.8,85,0.0,,6.6,0,False
NDLS,2023-12-05T09:00,17.2,77,0.0,,4.3,0,False
NDLS,2023-12-05T10:00,19.5,68,0.0,,7.5,0,False
NDLS,2023-12-05T11:00,21.4,57,0.0,,9.7,0,False
NDLS,2023-12-05T12:00,22.5,48,0.0,,10.9,0,False
NDLS,2023-12-05T13:00,23.1,44,0.0,,11.4,0,False
NDLS,2023-12-05T14:00,23.2,42,0.0,,12.4,0,False
NDLS,2023-12-05T15:00,22.9,43,0.0,,12.4,0,False
NDLS,2023-12-05T16:00,21.6,49,0.0,,9.0,0,False
NDLS,2023-12-05T17:00,18.4,61,0.0,,7.4,0,False
NDLS,2023-12-05T18:00,17.8,66,0.0,,7.4,0,False
NDLS,2023-12-05T19:00,16.8,69,0.0,,7.1,0,False
NDLS,2023-12-05T20:00,15.9,73,0.0,,7.0,0,False
NDLS,2023-12-05T21:00,15.1,76,0.0,,6.6,0,False
NDLS,2023-12-05T22:00,14.7,77,0.0,,6.1,0,False
NDLS,2023-12-05T23:00,14.3,79,0.0,,7.9,0,False
NDLS,2023-12-06T00:00,13.8,81,0.0,,8.3,0,False
NDLS,2023-12-06T01:00,13.3,83,0.0,,8.0,0,False
NDLS,2023-12-06T02:00,12.8,85,0.0,,8.0,0,False
NDLS,2023-12-06T03:00,12.4,87,0.0,,8.0,0,False
NDLS,2023-12-06T04:00,12.1,88,0.0,,8.6,0,False
NDLS,2023-12-06T05:00,11.9,90,0.0,,11.3,0,False
NDLS,2023-12-06T06:00,11.7,94,0.0,,6.4,0,False
NDLS,2023-12-06T07:00,11.7,95,0.0,,5.2,0,False
NDLS,2023-12-06T08:00,14.0,88,0.0,,6.5,0,False
NDLS,2023-12-06T09:00,16.5,80,0.0,,6.0,0,False
NDLS,2023-12-06T10:00,18.8,72,0.0,,4.9,0,False
NDLS,2023-12-06T11:00,20.9,64,0.0,,5.2,0,False
NDLS,2023-12-06T12:00,22.4,56,0.0,,5.5,0,False
NDLS,2023-12-06T13:00,23.3,47,0.0,,4.7,0,False
NDLS,2023-12-06T14:00,23.6,45,0.0,,4.9,0,False
NDLS,2023-12-06T15:00,23.3,45,0.0,,4.8,0,False
NDLS,2023-12-06T16:00,21.8,57,0.0,,4.3,0,False
NDLS,2023-12-06T17:00,17.9,69,0.0,,9.0,0,False
NDLS,2023-12-06T18:00,17.4,74,0.0,,8.5,0,False
NDLS,2023-12-06T19:00,16.6,77,0.0,,8.0,0,False
NDLS,2023-12-06T20:00,15.4,82,0.0,,9.2,0,False
NDLS,2023-12-06T21:00,14.6,86,0.0,,8.2,0,False
NDLS,2023-12-06T22:00,14.2,87,0.0,,6.7,0,False
NDLS,2023-12-06T23:00,13.9,88,0.0,,7.4,0,False
NDLS,2023-12-07T00:00,13.1,90,0.0,,9.7,0,False
NDLS,2023-12-07T01:00,12.5,91,0.0,,9.7,0,False
NDLS,2023-12-07T02:00,12.2,92,0.0,,9.2,0,False
NDLS,2023-12-07T03:00,11.9,93,0.0,,8.5,0,False
NDLS,2023-12-07T04:00,11.6,94,0.0,,8.0,0,False
NDLS,2023-12-07T05:00,11.6,94,0.0,,5.9,0,False
NDLS,2023-12-07T06:00,11.6,97,0.0,,5.2,0,False
NDLS,2023-12-07T07:00,12.0,97,0.0,,5.4,0,False
NDLS,2023-12-07T08:00,14.2,91,0.0,,7.4,0,False
NDLS,2023-12-07T09:00,17.1,82,0.0,,6.5,0,False
NDLS,2023-12-07T10:00,19.7,72,0.0,,8.2,0,False
NDLS,2023-12-07T11:00,21.7,63,0.0,,8.6,0,False
NDLS,2023-12-07T12:00,23.2,55,0.0,,8.9,0,False
NDLS,2023-12-07T13:00,23.9,49,0.0,,9.0,0,False
NDLS,2023-12-07T14:00,24.1,46,0.0,,9.8,0,False
NDLS,2023-12-07T15:00,23.7,46,0.0,,10.2,0,False
NDLS,2023-12-07T16:00,22.3,53,0.0,,7.6,0,False
NDLS,2023-12-07T17:00,19.1,65,0.0,,7.5,0,False
NDLS,2023-12-07T18:00,18.7,67,0.0,,9.6,0,False
NDLS,2023-12-07T19:00,17.6,70,0.0,,9.4,0,False
NDLS,2023-12-07T20:00,16.3,75,0.0,,7.9,0,False
NDLS,2023-12-07T21:00,15.1,81,0.0,,6.8,0,False
NDLS,2023-12-07T22:00,14.1,86,0.0,,6.7,0,False
NDLS,2023-12-07T23:00,13.5,88,0.0,,7.1,0,False
NDLS,2023-12-08T00:00,13.2,88,0.0,,6.7,0,False
NDLS,2023-12-08T01:00,12.8,89,0.0,,6.7,0,False
NDLS,2023-12-08T02:00,12.3,91,0.0,,6.5,0,False
NDLS,2023-12-08T03:00,11.9,91,0.0,,6.5,0,False
NDLS,2023-12-08T04:00,11.7,92,0.0,,7.6,0,False
NDLS,2023-12-08T05:00,11.4,92,0.0,,8.0,0,False
NDLS,2023-12-08T06:00,11.7,94,0.0,,7.2,0,False
NDLS,2023-12-08T07:00,11.9,94,0.0,,7.9,0,False
NDLS,2023-12-08T08:00,14.0,85,0.0,,9.5,0,False
NDLS,2023-12-08T09:00,16.8,76,0.0,,7.5,0,False
NDLS,2023-12-08T10:00,19.3,69,0.0,,8.7,0,False
NDLS,2023-12-08T11:00,21.4,61,0.0,,10.1,0,False
NDLS,2023-12-08T12:00,22.7,53,0.0,,10.1,0,False
NDLS,2023-12-08T13:00,23.5,47,0.0,,10.0,0,False
NDLS,2023-12-08T14:00,23.8,43,0.0,,12.7,0,False
NDLS,2023-12-08T15:00,23.5,43,0.0,,13.3,0,False
NDLS,2023-12-08T16:00,22.2,49,0.0,,9.8,0,False
NDLS,2023-12-08T17:00,18.9,61,0.0,,8.0,0,False
NDLS,2023-12-08T18:00,18.3,65,0.0,,7.7,0,False
NDLS,2023-12-08T19:00,16.7,72,0.0,,8.2,0,False
NDLS,2023-12-08T20:00,15.3,78,0.0,,9.5,0,False
NDLS,2023-12-08T21:00,14.8,80,0.0,,8.2,0,False
NDLS,2023-12-08T22:00,14.1,82,0.0,,7.2,0,False
NDLS,2023-12-08T23:00,13.2,86,0.0,,7.8,0,False
NDLS,2023-12-09T00:00,12.6,87,0.0,,7.2,0,False
NDLS,2023-12-09T01:00,11.5,90,0.0,,9.2,0,False
NDLS,2023-12-09T02:00,11.3,89,0.0,,7.1,0,False
NDLS,2023-12-09T03:00,11.1,90,0.0,,8.4,0,False
NDLS,2023-12-09T04:00,10.9,90,0.0,,8.6,0,False
NDLS,2023-12-09T05:00,10.7,90,0.0,,9.0,0,False
NDLS,2023-12-09T06:00,10.8,91,0.0,,9.4,0,False
NDLS,2023-12-09T07:00,10.8,91,0.0,,10.8,0,False
NDLS,2023-12-09T08:00,13.3,81,0.0,,13.0,0,False
NDLS,2023-12-09T09:00,16.2,72,0.0,,10.9,0,False
NDLS,2023-12-09T10:00,19.0,61,0.0,,10.9,0,False
NDLS,2023-12-09T11:00,21.0,53,0.0,,11.8,0,False
NDLS,2023-12-09T12:00,22.4,47,0.0,,12.6,0,False
NDLS,2023-12-09T13:00,23.2,43,0.0,,12.6,0,False
NDLS,2023-12-09T14:00,23.4,40,0.0,,13.3,0,False
NDLS,2023-12-09T15:00,23.1,40,0.0,,13.3,0,False
NDLS,2023-12-09T16:00,21.6,46,0.0,,8.9,0,False
NDLS,2023-12-09T17:00,18.1,59,0.0,,7.8,0,False
NDLS,2023-12-09T18:00,17.5,62,0.0,,7.7,0,False
NDLS,2023-12-09T19:00,16.5,65,0.0,,8.1,0,False
NDLS,2023-12-09T20:00,15.4,70,0.0,,8.0,0,False
NDLS,2023-12-09T21:00,14.5,73,0.0,,8.2,1,False
