station_code,time,temperature,humidity,precipitation,visibility_m,wind_speed_kmh,weather_code,is_fog
NDLS,2021-01-01T00:00,7.3,86,0.0,,5.5,2,False
NDLS,2021-01-01T01:00,8.1,82,0.0,,2.8,0,False
NDLS,2021-01-01T02:00,6.5,86,0.0,,4.6,0,False
NDLS,2021-01-01T03:00,7.6,81,0.0,,4.1,0,False
NDLS,2021-01-01T04:00,6.1,86,0.0,,6.0,0,False
NDLS,2021-01-01T05:00,3.9,96,0.0,,4.7,0,False
NDLS,2021-01-01T06:00,3.5,99,0.0,,3.2,0,False
NDLS,2021-01-01T07:00,3.8,99,0.0,,2.3,3,False
NDLS,2021-01-01T08:00,5.2,97,0.0,,1.6,3,False
NDLS,2021-01-01T09:00,8.2,88,0.0,,1.3,0,False
NDLS,2021-01-01T10:00,11.5,77,0.0,,3.5,0,False
NDLS,2021-01-01T11:00,14.4,60,0.0,,5.9,0,False
NDLS,2021-01-01T12:00,16.0,53,0.0,,7.7,0,False
NDLS,2021-01-01T13:00,17.2,48,0.0,,7.6,0,False
NDLS,2021-01-01T14:00,17.9,45,0.0,,7.2,0,False
NDLS,2021-01-01T15:00,18.1,44,0.0,,6.5,0,False
NDLS,2021-01-01T16:00,17.5,47,0.0,,5.9,1,False
NDLS,2021-01-01T17:00,12.9,64,0.0,,9.1,0,False
NDLS,2021-01-01T18:00,12.0,69,0.0,,8.9,1,False
NDLS,2021-01-01T19:00,11.9,71,0.0,,6.9,1,False
NDLS,2021-01-01T20:00,10.9,77,0.0,,7.2,0,False
NDLS,2021-01-01T21:00,10.8,78,0.0,,7.0,1,False
NDLS,2021-01-01T22:00,10.5,79,0.0,,8.1,1,False
NDLS,2021-01-01T23:00,10.3,79,0.0,,8.2,1,False
NDLS,2021-01-02T00:00,10.3,79,0.0,,6.6,3,False
NDLS,2021-01-02T01:00,10.4,78,0.0,,7.2,3,False
NDLS,2021-01-02T02:00,10.7,75,0.0,,8.0,1,False
NDLS,2021-01-02T03:00,10.2,76,0.0,,7.3,3,False
NDLS,2021-01-02T04:00,10.2,77,0.0,,4.1,3,False
NDLS,2021-01-02T05:00,9.7,81,0.0,,5.6,3,False
NDLS,2021-01-02T06:00,10.0,79,0.2,,6.3,51,False
NDLS,2021-01-02T07:00,9.8,82,1.1,,7.2,55,False
NDLS,2021-01-02T08:00,10.9,79,0.0,,9.7,1,False
NDLS,2021-01-02T09:00,12.9,69,0.0,,9.1,1,False
NDLS,2021-01-02T10:00,15.0,60,0.1,,9.9,51,False
NDLS,2021-01-02T11:00,16.1,59,0.2,,12.1,51,False
NDLS,2021-01-02T12:00,16.4,65,0.7,,12.9,53,False
NDLS,2021-01-02T13:00,16.7,69,1.9,,11.8,61,False
NDLS,2021-01-02T14:00,17.4,67,0.3,,12.2,51,False
NDLS,2021-01-02T15:00,18.3,62,0.0,,12.1,1,False
NDLS,2021-01-02T16:00,18.5,62,0.0,,10.4,1,False
NDLS,2021-01-02T17:00,17.3,63,0.0,,10.3,0,False
NDLS,2021-01-02T18:00,16.1,65,0.0,,11.1,1,False
NDLS,2021-01-02T19:00,15.4,68,0.0,,11.8,0,False
NDLS,2021-01-02T20:00,14.7,72,0.0,,11.8,0,False
NDLS,2021-01-02T21:00,14.4,77,0.0,,12.0,0,False
NDLS,2021-01-02T22:00,14.0,84,0.0,,10.7,0,False
NDLS,2021-01-02T23:00,13.6,89,0.0,,11.0,0,False
NDLS,2021-01-03T00:00,13.5,91,0.0,,10.7,0,False
NDLS,2021-01-03T01:00,13.2,92,0.3,,10.0,51,False
NDLS,2021-01-03T02:00,13.1,93,2.0,,10.0,61,False
NDLS,2021-01-03T03:00,12.7,94,0.9,,10.9,53,False
NDLS,2021-01-03T04:00,12.3,93,1.2,,9.7,55,False
NDLS,2021-01-03T05:00,12.3,92,0.7,,12.0,53,False
NDLS,2021-01-03T06:00,12.3,91,0.9,,15.6,53,False
NDLS,2021-01-03T07:00,12.7,91,0.0,,16.1,1,False
NDLS,2021-01-03T08:00,13.8,89,2.0,,16.0,61,False
NDLS,2021-01-03T09:00,15.3,84,0.0,,15.0,1,False
NDLS,2021-01-03T10:00,17.1,75,0.0,,15.9,1,False
NDLS,2021-01-03T11:00,19.2,67,0.0,,18.8,1,False
NDLS,2021-01-03T12:00,20.4,64,0.0,,20.7,2,False
NDLS,2021-01-03T13:00,21.0,62,0.0,,23.2,0,False
NDLS,2021-01-03T14:00,20.9,65,0.0,,23.4,0,False
NDLS,2021-01-03T15:00,20.7,65,0.0,,20.4,0,False
NDLS,2021-01-03T16:00,20.1,69,0.0,,16.1,1,False
NDLS,2021-01-03T17:00,17.4,83,0.1,,14.4,51,False
NDLS,2021-01-03T18:00,17.3,83,0.0,,14.6,3,False
NDLS,2021-01-03T19:00,17.0,85,0.0,,13.7,1,False
NDLS,2021-01-03T20:00,16.2,89,0.0,,13.8,0,False
NDLS,2021-01-03T21:00,15.6,92,0.0,,14.2,0,False
NDLS,2021-01-03T22:00,15.6,92,0.0,,14.0,0,False
NDLS,2021-01-03T23:00,15.2,93,0.0,,14.3,0,False
NDLS,2021-01-04T00:00,14.8,93,0.0,,11.7,0,False
NDLS,2021-01-04T01:00,14.6,93,0.1,,9.4,51,False
NDLS,2021-01-04T02:00,14.5,94,0.5,,8.7,53,False
NDLS,2021-01-04T03:00,14.2,95,0.0,,8.9,1,False
NDLS,2021-01-04T04:00,14.5,95,0.3,,8.6,51,False
NDLS,2021-01-04T05:00,13.4,98,0.1,,5.3,51,False
NDLS,2021-01-04T06:00,13.0,98,0.0,,5.8,1,False
NDLS,2021-01-04T07:00,13.1,98,0.0,,8.0,2,False
NDLS,2021-01-04T08:00,14.3,96,0.4,,11.2,51,False
NDLS,2021-01-04T09:00,15.4,92,1.9,,11.9,61,False
NDLS,2021-01-04T10:00,16.5,89,1.0,,12.0,55,False
NDLS,2021-01-04T11:00,18.2,85,0.4,,13.3,51,False
NDLS,2021-01-04T12:00,20.5,73,0.0,,14.2,3,False
NDLS,2021-01-04T13:00,22.2,64,0.0,,13.9,3,False
NDLS,2021-01-04T14:00,22.3,62,0.0,,13.2,3,False
NDLS,2021-01-04T15:00,21.2,69,0.1,,11.0,51,False
NDLS,2021-01-04T16:00,19.8,80,0.4,,7.9,51,False
NDLS,2021-01-04T17:00,18.5,86,0.4,,13.8,51,False
NDLS,2021-01-04T18:00,17.1,92,0.0,,6.3,3,False
NDLS,2021-01-04T19:00,16.4,94,0.0,,7.4,3,False
NDLS,2021-01-04T20:00,16.7,93,0.0,,6.5,3,False
NDLS,2021-01-04T21:00,16.8,91,0.0,,10.6,3,False
NDLS,2021-01-04T22:00,16.4,91,0.0,,9.4,3,False
NDLS,2021-01-04T23:00,15.9,93,0.0,,8.9,3,False
NDLS,2021-01-05T00:00,15.6,93,0.0,,11.3,3,False
NDLS,2021-01-05T01:00,15.5,92,0.0,,12.1,2,False
NDLS,2021-01-05T02:00,15.5,90,0.0,,12.6,2,False
NDLS,2021-01-05T03:00,15.3,90,0.0,,11.2,2,False
NDLS,2021-01-05T04:00,14.9,90,0.0,,10.1,2,False
NDLS,2021-01-05T05:00,15.2,89,0.1,,12.7,51,False
NDLS,2021-01-05T06:00,14.7,91,0.0,,7.3,2,False
NDLS,2021-01-05T07:00,14.0,93,0.0,,7.7,2,False
NDLS,2021-01-05T08:00,15.8,89,0.2,,6.9,51,False
NDLS,2021-01-05T09:00,16.8,85,0.2,,6.9,51,False
NDLS,2021-01-05T10:00,18.2,78,0.0,,9.7,3,False
NDLS,2021-01-05T11:00,19.0,77,0.2,,9.7,51,False
NDLS,2021-01-05T12:00,20.0,74,0.1,,8.7,51,False
NDLS,2021-01-05T13:00,20.9,69,0.0,,11.3,2,False
NDLS,2021-01-05T14:00,21.7,64,0.0,,13.0,1,False
NDLS,2021-01-05T15:00,21.8,66,1.0,,11.2,55,False
NDLS,2021-01-05T16:00,20.9,73,0.1,,12.1,51,False
NDLS,2021-01-05T17:00,19.3,78,0.3,,8.4,51,False
NDLS,2021-01-05T18:00,18.5,82,0.0,,12.8,2,False
NDLS,2021-01-05T19:00,17.9,85,0.1,,11.9,51,False
NDLS,2021-01-05T20:00,17.6,88,0.0,,12.6,2,False
NDLS,2021-01-05T21:00,17.1,91,0.3,,10.7,51,False
NDLS,2021-01-05T22:00,17.3,90,0.2,,12.5,51,False
NDLS,2021-01-05T23:00,17.1,92,0.0,,14.2,2,False
NDLS,2021-01-06T00:00,16.7,94,0.3,,12.3,51,False
NDLS,2021-01-06T01:00,16.8,94,0.2,,9.4,51,False
NDLS,2021-01-06T02:00,16.2,95,0.5,,6.6,53,False
NDLS,2021-01-06T03:00,15.9,95,0.5,,9.2,53,False
NDLS,2021-01-06T04:00,16.1,95,0.2,,9.5,51,False
NDLS,2021-01-06T05:00,15.7,96,0.1,,10.6,51,False
NDLS,2021-01-06T06:00,15.0,97,0.5,,4.9,53,False
NDLS,2021-01-06T07:00,15.2,96,0.1,,6.6,51,False
NDLS,2021-01-06T08:00,16.1,93,0.0,,7.6,1,False
NDLS,2021-01-06T09:00,17.5,89,0.2,,10.3,51,False
NDLS,2021-01-06T10:00,18.8,82,0.0,,13.3,1,False
NDLS,2021-01-06T11:00,20.1,75,0.0,,9.9,1,False
NDLS,2021-01-06T12:00,21.1,68,0.0,,9.4,1,False
NDLS,2021-01-06T13:00,21.7,64,0.0,,8.2,2,False
NDLS,2021-01-06T14:00,21.8,63,0.1,,5.0,51,False
NDLS,2021-01-06T15:00,21.6,64,0.0,,2.9,1,False
NDLS,2021-01-06T16:00,21.0,68,0.0,,1.8,1,False
NDLS,2021-01-06T17:00,18.5,81,0.0,,5.2,1,False
NDLS,2021-01-06T18:00,17.0,89,0.0,,5.9,0,False
NDLS,2021-01-06T19:00,16.4,92,0.0,,7.2,0,False
NDLS,2021-01-06T20:00,16.0,93,0.0,,8.2,1,False
NDLS,2021-01-06T21:00,15.6,94,0.0,,8.7,0,False
NDLS,2021-01-06T22:00,15.1,95,0.0,,9.2,0,False
NDLS,2021-01-06T23:00,14.8,96,0.0,,10.3,0,False
NDLS,2021-01-07T00:00,14.4,97,0.0,,11.0,0,False
NDLS,2021-01-07T01:00,14.0,97,0.0,,10.3,0,False
NDLS,2021-01-07T02:00,13.7,98,0.0,,10.1,1,False
NDLS,2021-01-07T03:00,13.7,99,0.0,,9.9,2,False
NDLS,2021-01-07T04:00,13.8,98,0.0,,10.6,3,False
NDLS,2021-01-07T05:00,13.3,98,0.0,,10.0,3,False
NDLS,2021-01-07T06:00,13.4,98,0.0,,9.7,1,False
NDLS,2021-01-07T07:00,13.1,98,0.0,,9.2,2,False
NDLS,2021-01-07T08:00,14.0,96,0.0,,12.6,3,False
NDLS,2021-01-07T09:00,15.0,91,0.0,,12.3,3,False
NDLS,2021-01-07T10:00,16.1,85,0.0,,10.4,3,False
NDLS,2021-01-07T11:00,17.3,78,0.0,,10.2,2,False
NDLS,2021-01-07T12:00,18.5,70,0.0,,8.7,2,False
NDLS,2021-01-07T13:00,19.2,65,0.0,,7.2,0,False
NDLS,2021-01-07T14:00,19.5,61,0.0,,6.8,1,False
NDLS,2021-01-07T15:00,19.4,60,0.0,,7.9,0,False
NDLS,2021-01-07T16:00,18.7,62,0.0,,7.9,0,False
NDLS,2021-01-07T17:00,16.1,77,0.0,,7.9,0,False
NDLS,2021-01-07T18:00,14.7,84,0.0,,8.0,0,False
NDLS,2021-01-07T19:00,13.6,86,0.0,,7.4,0,False
NDLS,2021-01-07T20:00,12.6,86,0.0,,7.1,0,False
NDLS,2021-01-07T21:00,12.1,84,0.0,,8.7,0,False
NDLS,2021-01-07T22:00,11.7,87,0.0,,7.9,0,False
NDLS,2021-01-07T23:00,11.1,92,0.0,,6.7,0,False
NDLS,2021-01-08T00:00,10.2,95,0.0,,8.5,0,False
NDLS,2021-01-08T01:00,9.6,96,0.0,,9.8,0,False
NDLS,2021-01-08T02:00,9.5,96,0.0,,9.3,0,False
NDLS,2021-01-08T03:00,9.1,97,0.0,,9.5,0,False
NDLS,2021-01-08T04:00,9.0,98,0.0,,8.4,0,False
NDLS,2021-01-08T05:00,9.6,99,0.0,,5.3,3,False
NDLS,2021-01-08T06:00,9.8,99,0.0,,4.2,3,False
NDLS,2021-01-08T07:00,10.7,99,0.0,,4.0,3,False
NDLS,2021-01-08T08:00,11.6,94,0.0,,4.3,3,False
NDLS,2021-01-08T09:00,12.6,89,0.0,,3.7,0,False
NDLS,2021-01-08T10:00,14.9,77,0.0,,4.6,1,False
NDLS,2021-01-08T11:00,17.1,64,0.0,,5.8,1,False
NDLS,2021-01-08T12:00,18.2,61,0.0,,7.7,2,False
NDLS,2021-01-08T13:00,18.7,62,0.0,,7.9,2,False
NDLS,2021-01-08T14:00,19.0,62,0.0,,5.4,1,False
NDLS,2021-01-08T15:00,19.1,62,0.0,,6.1,1,False
NDLS,2021-01-08T16:00,18.7,65,0.0,,5.9,2,False
NDLS,2021-01-08T17:00,15.1,82,0.0,,4.6,1,False
NDLS,2021-01-08T18:00,14.8,84,0.0,,6.4,1,False
NDLS,2021-01-08T19:00,14.3,87,0.0,,9.0,1,False
NDLS,2021-01-08T20:00,13.5,91,0.0,,6.1,1,False
NDLS,2021-01-08T21:00,12.8,94,0.0,,4.7,0,False
NDLS,2021-01-08T22:00,12.5,95,0.0,,5.4,1,False
NDLS,2021-01-08T23:00,12.1,96,0.0,,5.2,1,False
NDLS,2021-01-09T00:00,11.9,96,0.0,,7.3,0,False
NDLS,2021-01-09T01:00,11.8,96,0.0,,8.9,0,False
NDLS,2021-01-09T02:00,11.8,95,0.0,,9.6,0,False
NDLS,2021-01-09T03:00,11.7,95,0.0,,10.1,0,False
NDLS,2021-01-09T04:00,11.5,95,0.0,,10.9,0,False
NDLS,2021-01-09T05:00,11.3,95,0.0,,9.0,0,False
NDLS,2021-01-09T06:00,11.1,93,0.0,,9.1,3,False
NDLS,2021-01-09T07:00,11.4,88,0.0,,9.8,2,False
NDLS,2021-01-09T08:00,12.4,81,0.0,,11.0,2,False
NDLS,2021-01-09T09:00,14.2,72,0.0,,11.5,0,False
NDLS,2021-01-09T10:00,16.2,66,0.0,,12.7,0,False
NDLS,2021-01-09T11:00,17.8,63,0.0,,13.1,1,False
NDLS,2021-01-09T12:00,19.0,62,0.0,,12.8,1,False
NDLS,2021-01-09T13:00,19.6,62,0.0,,14.4,1,False
NDLS,2021-01-09T14:00,20.0,62,0.0,,15.6,1,False
NDLS,2021-01-09T15:00,19.9,63,0.0,,16.8,0,False
NDLS,2021-01-09T16:00,18.9,67,0.0,,15.8,1,False
NDLS,2021-01-09T17:00,17.4,78,0.0,,12.7,1,False
NDLS,2021-01-09T18:00,16.7,81,0.0,,11.8,1,False
NDLS,2021-01-09T19:00,15.6,86,0.0,,12.6,1,False
NDLS,2021-01-09T20:00,15.5,85,0.0,,13.0,3,False
NDLS,2021-01-09T21:00,15.4,84,0.0,,13.6,2,False
NDLS,2021-01-09T22:00,14.6,86,0.0,,14.1,1,False
NDLS,2021-01-09T23:00,13.5,88,0.0,,14.8,1,False
NDLS,2021-01-10T00:00,12.6,89,0.0,,15.0,0,False
NDLS,2021-01-10T01:00,11.8,89,0.0,,14.5,0,False
NDLS,2021-01-10T02:00,11.3,88,0.0,,14.8,3,False
NDLS,2021-01-10T03:00,11.1,86,0.0,,15.1,1,False
NDLS,2021-01-10T04:00,10.5,86,0.0,,15.3,1,False
NDLS,2021-01-10T05:00,9.5,87,0.0,,14.0,1,False
NDLS,2021-01-10T06:00,9.6,86,0.0,,13.8,1,False
NDLS,2021-01-10T07:00,9.3,87,0.0,,13.0,0,False
NDLS,2021-01-10T08:00,10.1,84,0.0,,14.3,0,False
NDLS,2021-01-10T09:00,11.8,75,0.0,,14.6,0,False
NDLS,2021-01-10T10:00,13.8,66,0.0,,13.9,0,False
NDLS,2021-01-10T11:00,15.5,60,0.0,,14.0,0,False
NDLS,2021-01-10T12:00,16.8,54,0.0,,14.3,0,False
NDLS,2021-01-10T13:00,17.5,48,0.0,,15.3,0,False
NDLS,2021-01-10T14:00,17.7,46,0.0,,15.6,0,False
NDLS,2021-01-10T15:00,17.4,48,0.0,,15.5,0,False
NDLS,2021-01-10T16:00,16.5,52,0.0,,14.8,0,False
NDLS,2021-01-10T17:00,13.2,65,0.0,,12.0,0,False
NDLS,2021-01-10T18:00,11.7,70,0.0,,12.2,0,False
NDLS,2021-01-10T19:00,10.8,73,0.0,,12.2,0,False
NDLS,2021-01-10T20:00,10.0,76,0.0,,12.4,0,False
NDLS,2021-01-10T21:00,9.5,81,0.0,,13.1,0,False
NDLS,2021-01-10T22:00,9.0,88,0.0,,13.4,0,False
NDLS,2021-01-10T23:00,8.7,91,0.0,,12.9,0,False
NDLS,2021-01-11T00:00,8.4,92,0.0,,12.6,0,False
NDLS,2021-01-11T01:00,8.2,92,0.0,,11.8,0,False
NDLS,2021-01-11T02:00,7.9,93,0.0,,11.4,0,False
NDLS,2021-01-11T03:00,7.6,94,0.0,,11.6,0,False
NDLS,2021-01-11T04:00,7.3,94,0.0,,12.1,0,False
NDLS,2021-01-11T05:00,7.7,94,0.0,,12.3,0,False
NDLS,2021-01-11T06:00,7.9,93,0.0,,13.4,0,False
NDLS,2021-01-11T07:00,7.8,92,0.0,,14.3,0,False
NDLS,2021-01-11T08:00,9.3,86,0.0,,15.7,0,False
NDLS,2021-01-11T09:00,11.5,79,0.0,,16.4,0,False
NDLS,2021-01-11T10:00,13.4,73,0.0,,17.8,0,False
NDLS,2021-01-11T11:00,15.0,67,0.0,,19.9,0,False
NDLS,2021-01-11T12:00,16.3,63,0.0,,19.9,0,False
NDLS,2021-01-11T13:00,17.2,61,0.0,,19.4,0,False
NDLS,2021-01-11T14:00,17.8,58,0.0,,19.1,0,False
NDLS,2021-01-11T15:00,17.9,58,0.0,,18.7,0,False
NDLS,2021-01-11T16:00,17.3,60,0.0,,16.0,0,False
NDLS,2021-01-11T17:00,13.9,70,0.0,,10.1,0,False
NDLS,2021-01-11T18:00,12.9,75,0.0,,11.2,0,False
NDLS,2021-01-11T19:00,12.1,78,0.0,,11.4,0,False
NDLS,2021-01-11T20:00,11.2,82,0.0,,11.3,0,False
NDLS,2021-01-11T21:00,10.5,85,0.0,,11.0,0,False
NDLS,2021-01-11T22:00,9.9,86,0.0,,10.8,0,False
NDLS,2021-01-11T23:00,9.4,87,0.0,,10.5,0,False
NDLS,2021-01-12T00:00,9.0,89,0.0,,10.8,0,False
NDLS,2021-01-12T01:00,8.6,90,0.0,,10.5,0,False
NDLS,2021-01-12T02:00,8.3,91,0.0,,10.1,0,False
NDLS,2021-01-12T03:00,8.0,91,0.0,,10.0,0,False
NDLS,2021-01-12T04:00,7.7,92,0.0,,9.8,0,False
NDLS,2021-01-12T05:00,6.9,94,0.0,,9.4,0,False
NDLS,2021-01-12T06:00,6.9,94,0.0,,10.1,0,False
NDLS,2021-01-12T07:00,6.8,94,0.0,,10.4,0,False
NDLS,2021-01-12T08:00,8.5,87,0.0,,11.8,0,False
NDLS,2021-01-12T09:00,11.2,77,0.0,,11.7,0,False
NDLS,2021-01-12T10:00,13.6,70,0.0,,12.2,0,False
NDLS,2021-01-12T11:00,15.5,64,0.0,,13.4,0,False
NDLS,2021-01-12T12:00,16.9,59,0.0,,15.3,0,False
NDLS,2021-01-12T13:00,17.8,55,0.0,,16.7,0,False
NDLS,2021-01-12T14:00,18.2,53,0.0,,17.6,0,False
NDLS,2021-01-12T15:00,18.2,52,0.0,,17.4,0,False
NDLS,2021-01-12T16:00,17.6,55,0.0,,15.0,0,False
NDLS,2021-01-12T17:00,13.9,66,0.0,,8.4,0,False
NDLS,2021-01-12T18:00,12.2,74,0.0,,8.1,0,False
NDLS,2021-01-12T19:00,11.3,77,0.0,,8.8,0,False
NDLS,2021-01-12T20:00,10.3,81,0.0,,8.6,0,False
NDLS,2021-01-12T21:00,9.6,83,0.0,,8.6,0,False
NDLS,2021-01-12T22:00,9.0,84,0.0,,8.8,0,False
NDLS,2021-01-12T23:00,8.4,87,0.0,,8.0,0,False
NDLS,2021-01-13T00:00,7.9,88,0.0,,7.9,0,False
NDLS,2021-01-13T01:00,7.6,89,0.0,,9.0,0,False
NDLS,2021-01-13T02:00,7.3,90,0.0,,9.4,0,False
NDLS,2021-01-13T03:00,7.0,90,0.0,,10.0,0,False
NDLS,2021-01-13T04:00,6.7,90,0.0,,9.5,0,False
NDLS,2021-01-13T05:00,6.1,95,0.0,,8.4,0,False
NDLS,2021-01-13T06:00,6.0,95,0.0,,9.4,0,False
NDLS,2021-01-13T07:00,6.0,95,0.0,,10.5,0,False
NDLS,2021-01-13T08:00,7.9,89,0.0,,12.8,0,False
NDLS,2021-01-13T09:00,10.9,79,0.0,,11.9,0,False
NDLS,2021-01-13T10:00,13.7,68,0.0,,12.5,0,False
NDLS,2021-01-13T11:00,15.7,59,0.0,,13.2,0,False
NDLS,2021-01-13T12:00,17.2,52,0.0,,14.5,0,False
NDLS,2021-01-13T13:00,18.2,47,0.0,,15.5,0,False
NDLS,2021-01-13T14:00,18.6,45,0.0,,15.9,0,False
NDLS,2021-01-13T15:00,18.5,45,0.0,,14.8,0,False
NDLS,2021-01-13T16:00,17.7,51,0.0,,11.6,0,False
NDLS,2021-01-13T17:00,13.0,72,0.0,,8.0,0,False
NDLS,2021-01-13T18:00,11.3,80,0.0,,9.1,0,False
NDLS,2021-01-13T19:00,10.1,84,0.0,,9.4,0,False
NDLS,2021-01-13T20:00,9.2,86,0.0,,9.2,0,False
NDLS,2021-01-13T21:00,8.1,88,0.0,,10.6,0,False
NDLS,2021-01-13T22:00,8.2,86,0.0,,8.0,0,False
NDLS,2021-01-13T23:00,10.2,79,0.0,,4.7,0,False
NDLS,2021-01-14T00:00,9.9,80,0.0,,4.3,0,False
NDLS,2021-01-14T01:00,9.3,84,0.0,,4.9,0,False
NDLS,2021-01-14T02:00,7.3,92,0.0,,6.5,0,False
NDLS,2021-01-14T03:00,6.2,96,0.0,,8.4,0,False
NDLS,2021-01-14T04:00,5.2,98,0.0,,10.1,0,False
NDLS,2021-01-14T05:00,5.2,98,0.0,,10.2,3,False
NDLS,2021-01-14T06:00,4.9,98,0.0,,9.7,0,False
NDLS,2021-01-14T07:00,4.8,99,0.0,,9.4,0,False
NDLS,2021-01-14T08:00,8.0,94,0.0,,7.5,2,False
NDLS,2021-01-14T09:00,11.3,83,0.0,,5.2,0,False
NDLS,2021-01-14T10:00,14.6,65,0.0,,5.7,1,False
NDLS,2021-01-14T11:00,16.4,54,0.0,,4.8,1,False
NDLS,2021-01-14T12:00,17.6,48,0.0,,3.8,3,False
NDLS,2021-01-14T13:00,18.3,46,0.0,,2.7,2,False
NDLS,2021-01-14T14:00,18.8,43,0.0,,3.5,2,False
NDLS,2021-01-14T15:00,18.8,43,0.0,,4.0,2,False
NDLS,2021-01-14T16:00,18.2,48,0.0,,4.5,2,False
NDLS,2021-01-14T17:00,15.0,72,0.0,,6.9,0,False
NDLS,2021-01-14T18:00,12.5,85,0.0,,7.2,1,False
NDLS,2021-01-14T19:00,11.0,89,0.0,,8.6,0,False
NDLS,2021-01-14T20:00,9.9,92,0.0,,9.5,2,False
NDLS,2021-01-14T21:00,9.0,94,0.0,,10.3,2,False
NDLS,2021-01-14T22:00,9.5,94,0.0,,7.7,2,False
NDLS,2021-01-14T23:00,10.8,92,0.0,,5.1,3,False
NDLS,2021-01-15T00:00,10.7,92,0.0,,4.6,3,False
NDLS,2021-01-15T01:00,10.6,92,0.0,,4.3,2,False
NDLS,2021-01-15T02:00,9.2,95,0.0,,4.9,3,False
NDLS,2021-01-15T03:00,8.3,97,0.0,,5.6,2,False
NDLS,2021-01-15T04:00,8.0,98,0.0,,6.6,3,False
NDLS,2021-01-15T05:00,9.0,97,0.0,,3.8,3,False
NDLS,2021-01-15T06:00,8.5,99,0.0,,0.8,3,False
NDLS,2021-01-15T07:00,8.1,99,0.0,,0.8,3,False
NDLS,2021-01-15T08:00,8.8,97,0.0,,2.2,3,False
NDLS,2021-01-15T09:00,10.8,93,0.0,,2.4,2,False
NDLS,2021-01-15T10:00,14.1,77,0.0,,4.7,0,False
NDLS,2021-01-15T11:00,16.3,65,0.0,,5.6,0,False
NDLS,2021-01-15T12:00,17.8,57,0.0,,2.6,0,False
NDLS,2021-01-15T13:00,18.8,52,0.0,,1.4,0,False
NDLS,2021-01-15T14:00,19.3,49,0.0,,1.0,0,False
NDLS,2021-01-15T15:00,19.5,48,0.0,,2.3,0,False
NDLS,2021-01-15T16:00,19.0,51,0.0,,3.4,0,False
NDLS,2021-01-15T17:00,15.3,74,0.0,,6.0,0,False
NDLS,2021-01-15T18:00,13.3,84,0.0,,7.0,0,False
NDLS,2021-01-15T19:00,11.6,90,0.0,,8.9,0,False
NDLS,2021-01-15T20:00,10.4,92,0.0,,10.5,0,False
NDLS,2021-01-15T21:00,9.6,93,0.0,,10.9,0,False
NDLS,2021-01-15T22:00,9.1,93,0.0,,9.7,0,False
NDLS,2021-01-15T23:00,8.9,93,0.0,,8.4,0,False
NDLS,2021-01-16T00:00,9.5,91,0.0,,7.0,0,False
NDLS,2021-01-16T01:00,9.9,90,0.0,,5.9,0,False
NDLS,2021-01-16T02:00,9.4,92,0.0,,5.6,0,False
NDLS,2021-01-16T03:00,7.4,95,0.0,,6.1,0,False
NDLS,2021-01-16T04:00,5.7,99,0.0,,8.0,0,False
NDLS,2021-01-16T05:00,5.4,99,0.0,,7.3,3,False
NDLS,2021-01-16T06:00,5.3,99,0.0,,5.2,3,False
NDLS,2021-01-16T07:00,5.5,99,0.0,,6.5,3,False
NDLS,2021-01-16T08:00,7.0,96,0.0,,6.6,3,False
NDLS,2021-01-16T09:00,9.1,96,0.0,,5.6,3,False
NDLS,2021-01-16T10:00,11.0,91,0.0,,6.6,3,False
NDLS,2021-01-16T11:00,13.1,82,0.0,,7.9,1,False
NDLS,2021-01-16T12:00,15.0,70,0.0,,8.7,0,False
NDLS,2021-01-16T13:00,16.5,60,0.0,,10.0,0,False
NDLS,2021-01-16T14:00,17.1,55,0.0,,11.2,0,False
NDLS,2021-01-16T15:00,17.1,55,0.0,,11.2,0,False
NDLS,2021-01-16T16:00,16.4,58,0.0,,10.5,0,False
NDLS,2021-01-16T17:00,13.1,80,0.0,,7.5,0,False
NDLS,2021-01-16T18:00,11.3,87,0.0,,7.6,0,False
NDLS,2021-01-16T19:00,10.7,90,0.0,,7.4,0,False
NDLS,2021-01-16T20:00,9.6,93,0.0,,6.8,0,False
NDLS,2021-01-16T21:00,8.5,95,0.0,,7.7,0,False
NDLS,2021-01-16T22:00,7.5,97,0.0,,9.0,0,False
NDLS,2021-01-16T23:00,6.9,98,0.0,,10.1,0,False
NDLS,2021-01-17T00:00,7.6,100,0.0,,7.1,1,False
NDLS,2021-01-17T01:00,6.7,100,0.0,,6.9,3,False
NDLS,2021-01-17T02:00,7.4,100,0.0,,4.7,3,False
NDLS,2021-01-17T03:00,7.8,99,0.0,,3.8,3,False
NDLS,2021-01-17T04:00,8.4,95,0.0,,4.2,3,False
NDLS,2021-01-17T05:00,7.1,97,0.0,,7.4,3,False
NDLS,2021-01-17T06:00,6.8,99,0.0,,8.3,3,False
NDLS,2021-01-17T07:00,6.7,98,0.0,,8.3,3,False
NDLS,2021-01-17T08:00,7.2,97,0.0,,9.2,3,False
NDLS,2021-01-17T09:00,8.7,92,0.0,,10.3,3,False
NDLS,2021-01-17T10:00,10.8,85,0.0,,12.4,3,False
NDLS,2021-01-17T11:00,13.3,75,0.0,,13.7,0,False
NDLS,2021-01-17T12:00,15.8,66,0.0,,14.7,0,False
NDLS,2021-01-17T13:00,17.6,57,0.0,,15.5,0,False
